symbol	hgnc_id	chr	diagnostic_category	coding_sequence_variant	frameshift_variant	inframe_deletion	inframe_insertion	initiator_codon_variant	missense_variant	splice_acceptor_variant	splice_donor_variant	stop_gained	stop_lost	stop_retained_variant	synonymous_variant	PTV_enrichment_p	power_median	s_het	observed_full	expected_full	enrich_all_p_full	enrich_mis_p_full	cluster_p_full	denovoWEST_p_full	observed_ud	expected_ud	enrich_all_p_ud	enrich_mis_p_ud	cluster_p_ud	denovoWEST_p_ud	denovoWEST_p_ud_synmod	gnomad_oe_syn	significant
TAL2	11557	9	none	0	0	0	0	0	0	0	0	0	0	0	0	0.02006739	0.037214472	0.147042961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAPBPL	30683	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.128730424	0.546499195	0.002845327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TARBP2	11569	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.103567067	0.353301996	0.067268297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TARDBP	11571	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.100355928	0.328410043	0.222824848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TARM1	37250	19	none	0	0	0	0	0	0	0	0	0	0	0	0	0.084145116	0.38460894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAS2R1	14909	5	none	0	0	0	0	0	0	0	0	0	0	0	0	0.05119325	0.121667496	0.047246486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAS2R10	14918	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.06254094	0.202439062	0.015471157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAS2R16	14921	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.056515892	0.15754595	0.003558066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAS2R19	19108	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.063127894	0.20701835	0.005465444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAS2R20	19109	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.065029479	0.222071424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAS2R30	19112	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.057950088	0.167855007	0.00443581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAS2R31	19113	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.057851863	0.167140941	0.00520429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAS2R38	9584	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.05828306	0.170284167	0.025229437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAS2R39	18886	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.066543189	0.234273956	0.003568611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAS2R4	14911	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.051235482	0.121936307	0.005979525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAS2R43	18875	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.058442903	0.171454949	0.010608352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAS2R5	14912	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.066043012	0.230221552	0.01155164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAS2R50	18882	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.055431031	0.149920073	0.002517328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAS2R60	20639	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.064538423	0.218153554	0.000921942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAS2R8	14915	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.056899823	0.160280719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAS2R9	14917	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.059327539	0.177988206	0.005488557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAX1BP1	11575	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.201453242	0.812603098	0.010435204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TAX1BP3	30684	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.032709881	0.032815014	0.00887648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TBC1D10C	24702	11	none	0	0	0	0	0	0	0	0	0	0	0	0	0.143344571	0.647311569	0.014603978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TBC1D26	28745	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.076325237	0.316601619	0.026482981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TBC1D28	26858	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.068845803	0.253167294	0.000828106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TBC1D29	24509	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.040419413	0.062541947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TBC1D2B	29183	15	none	0	0	0	0	0	0	0	0	0	0	0	0	0.225760991	0.892969645	0.016449133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TBC1D3	19031	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.164927362	0.769923848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TBC1D31	30888	8	none	0	0	0	0	0	0	0	0	0	0	0	0	0.283396849	0.978520335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TBC1D3B	27011	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.165374674	0.772104657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TBC1D3C	24889	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.166085448	0.775539698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TBC1D3F	18257	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.164920823	0.769891861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TBC1D3G	29860	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.165240134	0.771450273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TBC1D3H	30708	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.160837451	0.749300272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TBCA	11579	5	none	0	0	0	0	0	0	0	0	0	0	0	0	0.030467624	0.026197341	0.16835806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TBCB	1989	19	none	0	0	0	0	0	0	0	0	0	0	0	0	0.072562094	0.284360952	0.044257487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TBCC	11580	6	none	0	0	0	0	0	0	0	0	0	0	0	0	0.078640809	0.336656284	0.013910298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TBL1Y	18502	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.156307747	0.725017837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TBP	11588	6	discordant	0	0	0	0	0	0	0	0	0	0	0	0	0.104329809	0.359242731	0.071903483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TBX15	11594	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.123497031	0.507665887	0.069859217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TBX22	11600	X	discordant	0	0	0	0	0	0	0	0	0	0	0	0	0.093486062	0.465256821	0.215572817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TBXA2R	11608	19	none	0	0	0	0	0	0	0	0	0	0	0	0	0.088915672	0.426054329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCAF1	22201	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.210162471	0.845391205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCAF2	26878	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.186437266	0.858650872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCEA2	11614	20	none	0	0	0	0	0	0	0	0	0	0	0	0	0.101549878	0.337639282	0.03193433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCEAL2	29818	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.037754975	0.051040034	0.214884722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCEAL3	28247	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.030948216	0.027540191	0.193582165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCEAL4	26121	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.03696133	0.047864339	0.178765568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCEAL5	22282	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.035128896	0.040972827	0.215072658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCEAL6	24553	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.032140905	0.031050466	0.197390499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCEAL9	30084	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.018031901	0.028398808	0.028235968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCEANC2	26494	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.057753786	0.166429113	0.007993565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCF15	11627	20	none	0	0	0	0	0	0	0	0	0	0	0	0	0.045606074	0.088569182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCF21	11632	6	none	0	0	0	0	0	0	0	0	0	0	0	0	0.045736631	0.089284511	0.243441249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCF23	18602	2	none	0	0	0	0	0	0	0	0	0	0	0	0	0.054006405	0.140141942	0.004881581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCF24	32275	8	none	0	0	0	0	0	0	0	0	0	0	0	0	0.035551107	0.04250616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCFL5	11646	20	none	0	0	0	0	0	0	0	0	0	0	0	0	0.124582646	0.515816216	0.044649304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCHH	11791	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.455664125	0.999928358	0.00641944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCHHL1	31796	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.175537561	0.817734277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCHP	28135	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.183979693	0.850118031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCIM	1357	8	none	0	0	0	0	0	0	0	0	0	0	0	0	0.030736357	0.026943181	0.006971626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCL1A	11648	14	none	0	0	0	0	0	0	0	0	0	0	0	0	0.043582746	0.077855547	0.007234835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCN1	11652	11	none	0	0	0	0	0	0	0	0	0	0	0	0	0.10389059	0.355820754	0.002489249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCP10	11656	6	none	0	0	0	0	0	0	0	0	0	0	0	0	0.103257039	0.35088987	0.015584928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCP10L	11657	21	none	0	0	0	0	0	0	0	0	0	0	0	0	0.057252263	0.162807376	0.00340854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCP10L2	21254	6	none	0	0	0	0	0	0	0	0	0	0	0	0	0.10802381	0.388100205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCP11X1	48369	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.073183806	0.289649021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCP11X2	48335	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.073196781	0.289759566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCTA	11692	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.028499809	0.021121219	0.007134993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCTEX1D1	26882	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.047744895	0.100646278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TCTEX1D4	32315	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.050568592	0.117722875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TDG	11700	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.120816231	0.48735445	0.014349351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TDGF1	11701	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.04971403	0.112422859	0.001914189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TDRD3	20612	13	none	0	0	0	0	0	0	0	0	0	0	0	0	0.207510825	0.835903126	0.015288991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TECTB	11721	10	none	0	0	0	0	0	0	0	0	0	0	0	0	0.090229751	0.437391666	0.00281365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TEDDM1	30233	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.054042715	0.140387737	0.029563427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TEFM	26223	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.090942488	0.443520703	0.055329227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TEKT4	31012	2	none	0	0	0	0	0	0	0	0	0	0	0	0	0.113138735	0.428075395	0.001992828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TEN1	37242	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.030774202	0.027049243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TENT5D	28399	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.051598853	0.124260175	0.212404604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TEPP	33745	16	none	0	0	0	0	0	0	0	0	0	0	0	0	0.091635989	0.449469202	0.005979765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TERB2	28520	15	none	0	0	0	0	0	0	0	0	0	0	0	0	0.063843319	0.212643662	0.005946024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TERF1	11728	8	none	0	0	0	0	0	0	0	0	0	0	0	0	0.122665609	0.501393649	0.001998419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TES	14620	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.107720415	0.385726911	0.004863785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TESC	26065	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.068788424	0.252692043	0.083426567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TESPA1	29109	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.134406437	0.587128703	0.007359796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TEX101	30722	19	none	0	0	0	0	0	0	0	0	0	0	0	0	0.071070006	0.271745322	0.009209537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TEX11	11733	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.195944814	0.888108218	0.392073308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TEX13B	11736	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.053332372	0.135612395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TEX19	33802	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.038579057	0.05445942	0.001921627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TEX22	40026	14	none	0	0	0	0	0	0	0	0	0	0	0	0	0.036054938	0.044378637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TEX261	30712	2	none	0	0	0	0	0	0	0	0	0	0	0	0	0.052037248	0.127089863	0.006060162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TEX28	2563	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.069202258	0.25612444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TEX28P1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.069204192	0.256140506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TEX28P2	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.069206136	0.256156656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TEX30	25188	13	none	0	0	0	0	0	0	0	0	0	0	0	0	0.05293872	0.132996552	0.001856628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TEX33	28568	22	none	0	0	0	0	0	0	0	0	0	0	0	0	0.074473243	0.300668702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TEX37	26341	2	none	0	0	0	0	0	0	0	0	0	0	0	0	0.040825734	0.064409023	0.000587132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TEX38	29589	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.048586138	0.105601859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TEX43	33767	5	none	0	0	0	0	0	0	0	0	0	0	0	0	0.042098864	0.070450807	0.020749999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TEX46	44651	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.028267906	0.020567095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TEX49	48628	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.0331692	0.03428216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TFAP2E	30774	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.10548555	0.368258932	0.00701324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TFB1M	17037	6	none	0	0	0	0	0	0	0	0	0	0	0	0	0.106866598	0.379049733	0.00367441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TFCP2	11748	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.155706925	0.721683478	0.019894225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TFDP2	11751	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.137394734	0.607799951	0.170273455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TFF1	11755	21	none	0	0	0	0	0	0	0	0	0	0	0	0	0.02125611	0.042944243	0.005865863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TFF2	11756	21	none	0	0	0	0	0	0	0	0	0	0	0	0	0.044576401	0.083029072	0.009360885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TFF3	11757	21	none	0	0	0	0	0	0	0	0	0	0	0	0	0.028830948	0.021928427	0.006015783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TFG	11758	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.122757474	0.502087926	0.143397632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TFPI	11760	2	none	0	0	0	0	0	0	0	0	0	0	0	0	0.093615203	0.466354064	0.03101183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TFPI2	11761	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.056037134	0.154161877	0.004347717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TGDS	20324	13	none	0	0	0	0	0	0	0	0	0	0	0	0	0.098072965	0.310872106	0.00761723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TGFB1I1	11767	16	none	0	0	0	0	0	0	0	0	0	0	0	0	0.127112323	0.5346203	0.024134987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TGFBR2	11773	3	consensus	0	0	0	0	0	0	0	0	0	0	0	0	0.130833335	0.561748488	0.018078003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TGFBR3L	44152	19	none	0	0	0	0	0	0	0	0	0	0	0	0	0.065390772	0.22496702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TGIF2-C20orf24	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.054557406	0.143891318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TGIF2LX	18570	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.034003327	0.037044409	0.186785191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TGIF2LY	18569	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.036080705	0.04447565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
THAP12	9440	11	none	0	0	0	0	0	0	0	0	0	0	0	0	0.177625142	0.826196062	0.094275244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
THAP3	20855	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.06035196	0.185664134	0.002029745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
THAP5	23188	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.105238658	0.366331598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
THAP6	23189	4	none	0	0	0	0	0	0	0	0	0	0	0	0	0.05533707	0.149266787	0.005804089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
THAP9	23192	4	none	0	0	0	0	0	0	0	0	0	0	0	0	0.215881681	0.864430165	0.008690795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
THBS3	11787	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.272430439	0.969982721	0.013052406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
THEM5	26755	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.059261787	0.177499527	0.002778229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
THEMIS	21569	6	none	0	0	0	0	0	0	0	0	0	0	0	0	0.145318933	0.659909027	0.020693161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
THNSL2	25602	2	none	0	0	0	0	0	0	0	0	0	0	0	0	0.115891284	0.449475491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
THOC3	19072	5	none	0	0	0	0	0	0	0	0	0	0	0	0	0.07908278	0.34049663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
THOC7	29874	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.0730579	0.288576717	0.214768914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TIFAB	34024	5	none	0	0	0	0	0	0	0	0	0	0	0	0	0.035318759	0.041658311	0.001283444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TIGD1	14523	2	none	0	0	0	0	0	0	0	0	0	0	0	0	0.13647146	0.601469728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TIGD3	18334	11	none	0	0	0	0	0	0	0	0	0	0	0	0	0.112345144	0.421885277	0.004062313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TIGD4	18335	4	none	0	0	0	0	0	0	0	0	0	0	0	0	0.117156965	0.45926832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
