Gene ID,Gene Symbol,Gene Name,Case PTV,Ctrl PTV,Case mis3,Ctrl mis3,Case mis2,Ctrl mis2,P ca/co (Class 1),P ca/co (Class 2),P ca/co (comb),De novo PTV,De novo mis3,De novo mis2,P de novo,P meta,Q meta,OR (PTV),OR (Class I),OR (Class II)
ENSG00000197532,OR6Y1,"Olfactory receptor, family 6, subfamily Y, member 1",4,14,0,0,0,0,0.848,NA,0.848,NA,NA,NA,NA,0.848,1,1.15 (0.275-3.65),1.15 (0.275-3.65),NA
ENSG00000092020,PPP2R3C,"Protein phosphatase 2, regulatory subunit B'', gamma",6,25,0,0,0,0,0.848,NA,0.848,NA,NA,NA,NA,0.848,1,0.963 (0.323-2.41),0.963 (0.323-2.41),NA
ENSG00000149534,MS4A2,"Membrane-spanning 4-domains, subfamily A, member 2",6,21,0,0,0,0,0.849,NA,0.849,NA,NA,NA,NA,0.849,1,1.15 (0.379-2.94),1.15 (0.379-2.94),NA
ENSG00000130037,KCNA5,"Potassium voltage-gated channel, shaker-related subfamily, member 5",3,18,0,0,0,0,0.849,NA,0.849,NA,NA,NA,NA,0.849,1,0.669 (0.126-2.29),0.669 (0.126-2.29),NA
ENSG00000167930,ITFG3,Integrin alpha FG-GAP repeat containing 3,8,37,0,0,0,0,0.849,NA,0.849,NA,NA,NA,NA,0.849,1,0.868 (0.349-1.89),0.868 (0.349-1.89),NA
ENSG00000135250,SRPK2,SRSF protein kinase 2,1,8,0,0,14,43,1,0.435,0.849,NA,NA,NA,NA,0.849,1,0.502 (0.0113-3.74),0.502 (0.0113-3.74),1.31 (0.66-2.44)
ENSG00000169217,CD2BP2,CD2 (cytoplasmic tail) binding protein 2,7,25,0,0,0,0,0.849,NA,0.849,NA,NA,NA,NA,0.849,1,1.12 (0.41-2.67),1.12 (0.41-2.67),NA
ENSG00000198947,DMD,Dystrophin,5,19,0,0,0,0,0.849,NA,0.849,NA,NA,NA,NA,0.849,1,1.06 (0.308-2.93),1.06 (0.308-2.93),NA
ENSG00000153002,CPB1,Carboxypeptidase B1 (tissue),8,38,0,0,0,0,0.849,NA,0.849,NA,NA,NA,NA,0.849,1,0.845 (0.34-1.84),0.845 (0.34-1.84),NA
ENSG00000168079,SCARA5,"Scavenger receptor class A, member 5 (putative)",2,7,0,0,0,0,0.849,NA,0.849,NA,NA,NA,NA,0.849,1,1.15 (0.116-6.02),1.15 (0.116-6.02),NA
ENSG00000213339,QTRT1,Queuine tRNA-ribosyltransferase 1,4,18,0,0,0,0,0.849,NA,0.849,NA,NA,NA,NA,0.849,1,0.892 (0.22-2.71),0.892 (0.22-2.71),NA
ENSG00000153060,TEKT5,Tektin 5,9,43,0,0,0,0,0.849,NA,0.849,NA,NA,NA,NA,0.849,1,0.84 (0.36-1.75),0.84 (0.36-1.75),NA
ENSG00000143314,MRPL24,Mitochondrial ribosomal protein L24,4,13,0,0,0,0,0.849,NA,0.849,NA,NA,NA,NA,0.849,1,1.23 (0.293-4),1.23 (0.293-4),NA
ENSG00000104969,SGTA,"Small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha",2,6,0,0,0,0,0.849,NA,0.849,NA,NA,NA,NA,0.849,1,1.34 (0.132-7.48),1.34 (0.132-7.48),NA
ENSG00000105523,FAM83E,"Family with sequence similarity 83, member E",5,17,0,0,0,0,0.849,NA,0.849,NA,NA,NA,NA,0.849,1,1.18 (0.34-3.33),1.18 (0.34-3.33),NA
ENSG00000178950,GAK,Cyclin G associated kinase,6,25,0,0,0,1,0.849,1,0.849,NA,NA,NA,NA,0.849,1,0.963 (0.323-2.41),0.963 (0.323-2.41),0 (0-156)
ENSG00000205883,DEFB135,"Defensin, beta 135",2,6,0,0,0,0,0.849,NA,0.849,NA,NA,NA,NA,0.849,1,1.34 (0.132-7.48),1.34 (0.132-7.48),NA
ENSG00000178695,KCTD12,Potassium channel tetramerization domain containing 12,0,3,0,0,6,13,1,0.436,0.849,NA,NA,NA,NA,0.849,1,0 (0-9.71),0 (0-9.71),1.85 (0.577-5.22)
ENSG00000076928,ARHGEF1,Rho guanine nucleotide exchange factor (GEF) 1,5,19,0,1,10,47,0.849,0.734,0.849,NA,NA,NA,NA,0.849,1,1.06 (0.308-2.93),1 (0.294-2.76),0.854 (0.385-1.71)
ENSG00000261739,GOLGA8S,"Golgin A8 family, member S",7,25,1,10,3,19,0.937,0.641,0.849,NA,NA,NA,NA,0.849,1,1.12 (0.41-2.67),0.917 (0.368-2.01),0.634 (0.12-2.15)
ENSG00000166426,CRABP1,Cellular retinoic acid binding protein 1,1,9,0,0,3,4,0.892,0.188,0.849,NA,NA,NA,NA,0.849,1,0.446 (0.0102-3.22),0.446 (0.0102-3.22),3.01 (0.441-17.8)
ENSG00000072609,CHFR,"Checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase",5,20,0,0,0,0,0.849,NA,0.849,NA,NA,NA,NA,0.849,1,1 (0.294-2.76),1 (0.294-2.76),NA
ENSG00000166710,B2M,Beta-2-microglobulin,0,3,0,0,3,7,1,0.437,0.85,NA,NA,NA,NA,0.85,1,0 (0-9.71),0 (0-9.71),1.72 (0.287-7.54)
ENSG00000171759,PAH,Phenylalanine hydroxylase,10,38,0,0,0,0,0.85,NA,0.85,NA,NA,NA,NA,0.85,1,1.06 (0.469-2.16),1.06 (0.469-2.16),NA
ENSG00000173065,FAM222B,"Family with sequence similarity 222, member B",3,11,0,0,0,0,0.85,NA,0.85,NA,NA,NA,NA,0.85,1,1.09 (0.196-4.14),1.09 (0.196-4.14),NA
ENSG00000142748,FCN3,Ficolin (collagen/fibrinogen domain containing) 3,4,14,0,0,0,0,0.85,NA,0.85,NA,NA,NA,NA,0.85,1,1.15 (0.275-3.65),1.15 (0.275-3.65),NA
ENSG00000120324,PCDHB10,Protocadherin beta 10,10,39,0,0,0,0,0.85,NA,0.85,NA,NA,NA,NA,0.85,1,1.03 (0.458-2.1),1.03 (0.458-2.1),NA
ENSG00000148154,UGCG,UDP-glucose ceramide glucosyltransferase,1,5,0,0,1,2,1,0.438,0.85,NA,NA,NA,NA,0.85,1,0.803 (0.017-7.17),0.803 (0.017-7.17),2.01 (0.034-38.5)
ENSG00000125835,SNRPB,Small nuclear ribonucleoprotein polypeptides B and B1,0,1,0,0,1,2,1,0.438,0.85,NA,NA,NA,NA,0.85,1,0 (0-156),0 (0-156),2.01 (0.034-38.5)
ENSG00000145975,FAM217A,"Family with sequence similarity 217, member A",9,44,0,0,0,0,0.85,NA,0.85,NA,NA,NA,NA,0.85,1,0.821 (0.352-1.7),0.821 (0.352-1.7),NA
ENSG00000189433,GJB4,"Gap junction protein, beta 4, 30.3kDa",5,21,0,0,0,0,0.85,NA,0.85,NA,NA,NA,NA,0.85,1,0.956 (0.282-2.6),0.956 (0.282-2.6),NA
ENSG00000188629,ZNF177,Zinc finger protein 177,12,50,0,0,0,0,0.85,NA,0.85,NA,NA,NA,NA,0.85,1,0.963 (0.467-1.83),0.963 (0.467-1.83),NA
ENSG00000163686,ABHD6,Abhydrolase domain containing 6,4,16,0,0,0,0,0.85,NA,0.85,NA,NA,NA,NA,0.85,1,1 (0.244-3.11),1 (0.244-3.11),NA
ENSG00000141577,AZI1,5-azacytidine induced 1,6,23,0,0,0,0,0.85,NA,0.85,NA,NA,NA,NA,0.85,1,1.05 (0.349-2.65),1.05 (0.349-2.65),NA
ENSG00000140859,KIFC3,Kinesin family member C3,5,19,0,0,0,0,0.85,NA,0.85,NA,NA,NA,NA,0.85,1,1.06 (0.308-2.93),1.06 (0.308-2.93),NA
ENSG00000144040,SFXN5,Sideroflexin 5,4,21,0,0,0,0,0.85,NA,0.85,NA,NA,NA,NA,0.85,1,0.764 (0.191-2.27),0.764 (0.191-2.27),NA
ENSG00000161956,SENP3,SUMO1/sentrin/SMT3 specific peptidase 3,0,3,0,0,9,26,1,0.439,0.85,NA,NA,NA,NA,0.85,1,0 (0-9.71),0 (0-9.71),1.39 (0.573-3.06)
ENSG00000136807,CDK9,Cyclin-dependent kinase 9,4,20,0,0,6,17,1,0.439,0.85,NA,NA,NA,NA,0.85,1,0.803 (0.199-2.4),0.803 (0.199-2.4),1.42 (0.457-3.77)
ENSG00000134363,FST,Follistatin,0,2,0,0,9,19,1,0.439,0.85,NA,NA,NA,NA,0.85,1,0 (0-21.4),0 (0-21.4),1.9 (0.758-4.41)
ENSG00000146143,PRIM2,"Primase, DNA, polypeptide 2 (58kDa)",3,10,0,0,0,0,0.85,NA,0.85,NA,NA,NA,NA,0.85,1,1.2 (0.213-4.68),1.2 (0.213-4.68),NA
ENSG00000134371,CDC73,Cell division cycle 73,1,6,0,0,11,28,1,0.44,0.85,NA,NA,NA,NA,0.85,1,0.669 (0.0145-5.51),0.669 (0.0145-5.51),1.58 (0.708-3.27)
ENSG00000102908,NFAT5,"Nuclear factor of activated T-cells 5, tonicity-responsive",3,14,0,0,5,20,0.851,1,0.851,NA,NA,NA,NA,0.851,1,0.86 (0.158-3.08),0.86 (0.158-3.08),1 (0.294-2.76)
ENSG00000106733,NMRK1,Nicotinamide riboside kinase 1,3,10,0,0,0,0,0.851,NA,0.851,NA,NA,NA,NA,0.851,1,1.2 (0.213-4.68),1.2 (0.213-4.68),NA
ENSG00000197928,ZNF677,Zinc finger protein 677,14,52,0,0,0,0,0.851,NA,0.851,NA,NA,NA,NA,0.851,1,1.08 (0.553-1.98),1.08 (0.553-1.98),NA
ENSG00000198648,STK39,Serine threonine kinase 39,1,8,0,2,9,21,0.927,0.256,0.851,NA,NA,NA,NA,0.851,1,0.502 (0.0113-3.74),0.401 (0.00925-2.82),1.72 (0.694-3.92)
ENSG00000134538,SLCO1B1,"Solute carrier organic anion transporter family, member 1B1",14,56,0,0,0,0,0.851,NA,0.851,NA,NA,NA,NA,0.851,1,1 (0.516-1.83),1 (0.516-1.83),NA
ENSG00000113048,MRPS27,Mitochondrial ribosomal protein S27,5,18,0,0,0,0,0.851,NA,0.851,NA,NA,NA,NA,0.851,1,1.11 (0.324-3.12),1.11 (0.324-3.12),NA
ENSG00000001084,GCLC,"Glutamate-cysteine ligase, catalytic subunit",4,15,0,0,1,3,0.934,0.66,0.851,NA,NA,NA,NA,0.851,1,1.07 (0.259-3.36),1.07 (0.259-3.36),1.34 (0.0255-16.7)
ENSG00000198363,ASPH,Aspartate beta-hydroxylase,10,47,0,0,0,0,0.851,NA,0.851,NA,NA,NA,NA,0.851,1,0.854 (0.385-1.71),0.854 (0.385-1.71),NA
ENSG00000142303,ADAMTS10,"ADAM metallopeptidase with thrombospondin type 1 motif, 10",4,15,1,4,0,9,0.851,0.184,0.851,NA,NA,NA,NA,0.851,1,1.07 (0.259-3.36),1.06 (0.308-2.93),0 (0-2.03)
ENSG00000181939,OR4C15,"Olfactory receptor, family 4, subfamily C, member 15",5,26,0,0,0,0,0.851,NA,0.851,NA,NA,NA,NA,0.851,1,0.772 (0.231-2.04),0.772 (0.231-2.04),NA
ENSG00000163755,HPS3,Hermansky-Pudlak syndrome 3,18,72,0,0,0,0,0.851,NA,0.851,NA,NA,NA,NA,0.851,1,1 (0.563-1.7),1 (0.563-1.7),NA
ENSG00000165474,GJB2,"Gap junction protein, beta 2, 26kDa",7,33,0,0,0,0,0.851,NA,0.851,NA,NA,NA,NA,0.851,1,0.851 (0.318-1.96),0.851 (0.318-1.96),NA
ENSG00000108599,AKAP10,A kinase (PRKA) anchor protein 10,4,15,0,0,0,0,0.851,NA,0.851,NA,NA,NA,NA,0.851,1,1.07 (0.259-3.36),1.07 (0.259-3.36),NA
ENSG00000163877,SNIP1,Smad nuclear interacting protein 1,3,13,0,0,0,0,0.851,NA,0.851,NA,NA,NA,NA,0.851,1,0.926 (0.169-3.37),0.926 (0.169-3.37),NA
ENSG00000153113,CAST,Calpastatin,11,44,0,0,0,0,0.851,NA,0.851,NA,NA,NA,NA,0.851,1,1 (0.467-1.97),1 (0.467-1.97),NA
ENSG00000021852,C8B,"Complement component 8, beta polypeptide",12,42,0,0,0,0,0.852,NA,0.852,NA,NA,NA,NA,0.852,1,1.15 (0.55-2.22),1.15 (0.55-2.22),NA
ENSG00000205560,CPT1B,Carnitine palmitoyltransferase 1B (muscle),14,52,0,0,0,0,0.852,NA,0.852,NA,NA,NA,NA,0.852,1,1.08 (0.553-1.98),1.08 (0.553-1.98),NA
ENSG00000143033,MTF2,Metal response element binding transcription factor 2,0,5,0,1,1,10,0.925,0.695,0.852,NA,NA,NA,NA,0.852,1,0 (0-4.38),0 (0-3.41),0.401 (0.00925-2.82)
ENSG00000224689,ZNF812,Zinc finger protein 812,5,20,0,0,0,0,0.852,NA,0.852,NA,NA,NA,NA,0.852,1,1 (0.294-2.76),1 (0.294-2.76),NA
ENSG00000103023,PRSS54,"Protease, serine, 54",5,17,0,0,0,0,0.852,NA,0.852,NA,NA,NA,NA,0.852,1,1.18 (0.34-3.33),1.18 (0.34-3.33),NA
ENSG00000006432,MAP3K9,Mitogen-activated protein kinase kinase kinase 9,9,36,0,0,0,0,0.852,NA,0.852,NA,NA,NA,NA,0.852,1,1 (0.425-2.12),1 (0.425-2.12),NA
ENSG00000117152,RGS4,Regulator of G-protein signaling 4,2,12,0,0,0,0,0.852,NA,0.852,NA,NA,NA,NA,0.852,1,0.669 (0.0727-3),0.669 (0.0727-3),NA
ENSG00000124333,VAMP7,Vesicle-associated membrane protein 7,2,8,0,0,0,0,0.852,NA,0.852,NA,NA,NA,NA,0.852,1,1 (0.104-5.03),1 (0.104-5.03),NA
ENSG00000165125,TRPV6,"Transient receptor potential cation channel, subfamily V, member 6",7,27,0,0,0,0,0.852,NA,0.852,NA,NA,NA,NA,0.852,1,1.04 (0.383-2.45),1.04 (0.383-2.45),NA
ENSG00000180071,ANKRD18A,Ankyrin repeat domain 18A,2,6,0,0,0,0,0.852,NA,0.852,NA,NA,NA,NA,0.852,1,1.34 (0.132-7.48),1.34 (0.132-7.48),NA
ENSG00000135547,HEY2,Hes-related family bHLH transcription factor with YRPW motif 2,2,7,0,0,0,0,0.852,NA,0.852,NA,NA,NA,NA,0.852,1,1.15 (0.116-6.02),1.15 (0.116-6.02),NA
ENSG00000166965,RCCD1,RCC1 domain containing 1,5,24,0,0,1,3,0.852,0.958,0.852,NA,NA,NA,NA,0.852,1,0.836 (0.249-2.24),0.836 (0.249-2.24),1.34 (0.0255-16.7)
ENSG00000151033,LYZL2,Lysozyme-like 2,3,11,0,0,0,0,0.852,NA,0.852,NA,NA,NA,NA,0.852,1,1.09 (0.196-4.14),1.09 (0.196-4.14),NA
ENSG00000188452,CERKL,Ceramide kinase-like,16,67,0,0,0,0,0.852,NA,0.852,NA,NA,NA,NA,0.852,1,0.958 (0.518-1.67),0.958 (0.518-1.67),NA
ENSG00000166863,TAC3,Tachykinin 3,1,3,0,0,0,0,0.852,NA,0.852,NA,NA,NA,NA,0.852,1,1.34 (0.0255-16.7),1.34 (0.0255-16.7),NA
ENSG00000157800,SLC37A3,"Solute carrier family 37, member 3",10,40,0,0,0,0,0.853,NA,0.853,NA,NA,NA,NA,0.853,1,1 (0.447-2.04),1 (0.447-2.04),NA
ENSG00000174373,RALGAPA1,"Ral GTPase activating protein, alpha subunit 1 (catalytic)",4,13,0,0,7,41,0.853,0.447,0.853,NA,NA,NA,NA,0.853,1,1.23 (0.293-4),1.23 (0.293-4),0.685 (0.259-1.54)
ENSG00000196628,TCF4,Transcription factor 4,0,1,0,0,9,51,1,0.447,0.853,NA,NA,NA,NA,0.853,1,0 (0-156),0 (0-156),0.708 (0.306-1.45)
ENSG00000187730,GABRD,"Gamma-aminobutyric acid (GABA) A receptor, delta",1,7,0,0,3,22,1,0.447,0.853,NA,NA,NA,NA,0.853,1,0.573 (0.0127-4.46),0.573 (0.0127-4.46),0.547 (0.105-1.82)
ENSG00000185247,MAGEA11,"Melanoma antigen family A, 11",1,2,0,0,0,0,0.853,NA,0.853,NA,NA,NA,NA,0.853,1,2.01 (0.034-38.5),2.01 (0.034-38.5),NA
ENSG00000088035,ALG6,"ALG6, alpha-1,3-glucosyltransferase",7,36,0,0,0,0,0.853,NA,0.853,NA,NA,NA,NA,0.853,1,0.78 (0.293-1.78),0.78 (0.293-1.78),NA
ENSG00000138399,FASTKD1,FAST kinase domains 1,16,57,0,0,0,0,0.853,NA,0.853,NA,NA,NA,NA,0.853,1,1.13 (0.604-1.99),1.13 (0.604-1.99),NA
ENSG00000182768,NGRN,"Neugrin, neurite outgrowth associated",5,20,0,0,0,0,0.853,NA,0.853,NA,NA,NA,NA,0.853,1,1 (0.294-2.76),1 (0.294-2.76),NA
ENSG00000131233,GJA9,"Gap junction protein, alpha 9, 59kDa",9,42,0,0,0,0,0.853,NA,0.853,NA,NA,NA,NA,0.853,1,0.86 (0.368-1.79),0.86 (0.368-1.79),NA
ENSG00000154864,PIEZO2,Piezo-type mechanosensitive ion channel component 2,4,22,0,0,0,0,0.853,NA,0.853,NA,NA,NA,NA,0.853,1,0.73 (0.183-2.15),0.73 (0.183-2.15),NA
ENSG00000135047,CTSL,Cathepsin L,3,14,0,0,0,0,0.853,NA,0.853,NA,NA,NA,NA,0.853,1,0.86 (0.158-3.08),0.86 (0.158-3.08),NA
ENSG00000172878,METAP1D,Methionyl aminopeptidase type 1D (mitochondrial),4,21,0,0,0,0,0.853,NA,0.853,NA,NA,NA,NA,0.853,1,0.764 (0.191-2.27),0.764 (0.191-2.27),NA
ENSG00000113211,PCDHB6,Protocadherin beta 6,11,41,0,0,0,0,0.853,NA,0.853,NA,NA,NA,NA,0.853,1,1.08 (0.499-2.13),1.08 (0.499-2.13),NA
ENSG00000204195,AWAT1,Acyl-CoA wax alcohol acyltransferase 1,2,13,0,0,0,0,0.853,NA,0.853,NA,NA,NA,NA,0.853,1,0.617 (0.0676-2.73),0.617 (0.0676-2.73),NA
ENSG00000225899,FRG2B,"FSHD region gene 2 family, member B",1,10,0,0,6,15,0.853,0.379,0.853,NA,NA,NA,NA,0.853,1,0.401 (0.00925-2.82),0.401 (0.00925-2.82),1.61 (0.51-4.38)
ENSG00000124279,FASTKD3,FAST kinase domains 3,11,42,0,0,0,0,0.853,NA,0.853,NA,NA,NA,NA,0.853,1,1.05 (0.488-2.08),1.05 (0.488-2.08),NA
ENSG00000175779,C15orf53,Chromosome 15 open reading frame 53,3,18,0,0,0,0,0.853,NA,0.853,NA,NA,NA,NA,0.853,1,0.669 (0.126-2.29),0.669 (0.126-2.29),NA
ENSG00000176915,ANKLE2,Ankyrin repeat and LEM domain containing 2,11,40,0,0,0,0,0.853,NA,0.853,NA,NA,NA,NA,0.853,1,1.1 (0.511-2.19),1.1 (0.511-2.19),NA
ENSG00000131711,MAP1B,Microtubule-associated protein 1B,2,13,0,0,0,0,0.853,NA,0.853,NA,NA,NA,NA,0.853,1,0.617 (0.0676-2.73),0.617 (0.0676-2.73),NA
ENSG00000183615,FAM167B,"Family with sequence similarity 167, member B",1,2,0,0,0,0,0.853,NA,0.853,NA,NA,NA,NA,0.853,1,2.01 (0.034-38.5),2.01 (0.034-38.5),NA
ENSG00000166153,DEPDC4,DEP domain containing 4,3,17,0,0,0,0,0.854,NA,0.854,NA,NA,NA,NA,0.854,1,0.708 (0.133-2.45),0.708 (0.133-2.45),NA
ENSG00000173928,SWSAP1,SWIM-type zinc finger 7 associated protein 1,5,20,0,0,0,0,0.854,NA,0.854,NA,NA,NA,NA,0.854,1,1 (0.294-2.76),1 (0.294-2.76),NA
ENSG00000087301,TXNDC16,Thioredoxin domain containing 16,10,35,0,0,0,0,0.854,NA,0.854,NA,NA,NA,NA,0.854,1,1.15 (0.506-2.37),1.15 (0.506-2.37),NA
ENSG00000106477,CEP41,Centrosomal protein 41kDa,6,23,0,0,0,0,0.854,NA,0.854,NA,NA,NA,NA,0.854,1,1.05 (0.349-2.65),1.05 (0.349-2.65),NA
ENSG00000180269,GPR139,G protein-coupled receptor 139,2,5,0,0,0,0,0.854,NA,0.854,NA,NA,NA,NA,0.854,1,1.61 (0.153-9.81),1.61 (0.153-9.81),NA
ENSG00000135775,COG2,Component of oligomeric golgi complex 2,3,18,0,0,0,0,0.854,NA,0.854,NA,NA,NA,NA,0.854,1,0.669 (0.126-2.29),0.669 (0.126-2.29),NA
ENSG00000156096,UGT2B4,"UDP glucuronosyltransferase 2 family, polypeptide B4",9,35,0,0,0,0,0.854,NA,0.854,NA,NA,NA,NA,0.854,1,1.03 (0.436-2.19),1.03 (0.436-2.19),NA
ENSG00000168779,SHOX2,Short stature homeobox 2,0,6,0,0,2,2,0.884,0.182,0.854,NA,NA,NA,NA,0.854,1,0 (0-3.41),0 (0-3.41),4.01 (0.291-55.3)
ENSG00000117395,EBNA1BP2,EBNA1 binding protein 2,7,23,0,0,0,0,0.854,NA,0.854,NA,NA,NA,NA,0.854,1,1.22 (0.443-2.94),1.22 (0.443-2.94),NA
ENSG00000138315,OIT3,Oncoprotein induced transcript 3,8,32,0,0,0,0,0.854,NA,0.854,NA,NA,NA,NA,0.854,1,1 (0.399-2.22),1 (0.399-2.22),NA
ENSG00000204366,ZBTB12,Zinc finger and BTB domain containing 12,0,4,0,0,7,41,1,0.451,0.854,NA,NA,NA,NA,0.854,1,0 (0-6.08),0 (0-6.08),0.685 (0.259-1.54)
ENSG00000138311,ZNF365,Zinc finger protein 365,5,27,0,0,0,0,0.854,NA,0.854,NA,NA,NA,NA,0.854,1,0.743 (0.223-1.96),0.743 (0.223-1.96),NA
ENSG00000111262,KCNA1,"Potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia)",0,2,1,2,12,37,1,0.452,0.854,NA,NA,NA,NA,0.854,1,0 (0-21.4),1 (0.0204-10.1),1.3 (0.618-2.55)
ENSG00000265681,RPL17,Ribosomal protein L17,0,1,0,0,2,19,1,0.453,0.855,NA,NA,NA,NA,0.855,1,0 (0-156),0 (0-156),0.422 (0.0477-1.75)
ENSG00000198039,ZNF273,Zinc finger protein 273,10,39,0,0,0,0,0.855,NA,0.855,NA,NA,NA,NA,0.855,1,1.03 (0.458-2.1),1.03 (0.458-2.1),NA
ENSG00000178445,GLDC,Glycine dehydrogenase (decarboxylating),15,68,0,0,0,0,0.855,NA,0.855,NA,NA,NA,NA,0.855,1,0.885 (0.47-1.56),0.885 (0.47-1.56),NA
ENSG00000213265,TSGA13,"Testis specific, 13",5,18,0,0,0,0,0.855,NA,0.855,NA,NA,NA,NA,0.855,1,1.11 (0.324-3.12),1.11 (0.324-3.12),NA
ENSG00000139880,CDH24,"Cadherin 24, type 2",8,30,0,0,0,1,0.855,1,0.855,NA,NA,NA,NA,0.855,1,1.07 (0.424-2.39),1.07 (0.424-2.39),0 (0-156)
ENSG00000214700,C12orf71,Chromosome 12 open reading frame 71,3,10,0,0,0,0,0.855,NA,0.855,NA,NA,NA,NA,0.855,1,1.2 (0.213-4.68),1.2 (0.213-4.68),NA
ENSG00000204519,ZNF551,Zinc finger protein 551,9,41,0,0,0,0,0.855,NA,0.855,NA,NA,NA,NA,0.855,1,0.881 (0.376-1.84),0.881 (0.376-1.84),NA
ENSG00000178732,GP5,Glycoprotein V (platelet),7,33,0,0,0,0,0.855,NA,0.855,NA,NA,NA,NA,0.855,1,0.851 (0.318-1.96),0.851 (0.318-1.96),NA
ENSG00000158406,HIST1H4H,"Histone cluster 1, H4h",7,27,0,0,0,0,0.855,NA,0.855,NA,NA,NA,NA,0.855,1,1.04 (0.383-2.45),1.04 (0.383-2.45),NA
ENSG00000160447,PKN3,Protein kinase N3,11,44,0,0,0,0,0.855,NA,0.855,NA,NA,NA,NA,0.855,1,1 (0.467-1.97),1 (0.467-1.97),NA
ENSG00000204569,PPP1R10,"Protein phosphatase 1, regulatory subunit 10",0,4,0,0,4,29,1,0.454,0.855,NA,NA,NA,NA,0.855,1,0 (0-6.08),0 (0-6.08),0.554 (0.141-1.58)
ENSG00000176371,ZSCAN2,Zinc finger and SCAN domain containing 2,4,13,0,0,0,0,0.855,NA,0.855,NA,NA,NA,NA,0.855,1,1.23 (0.293-4),1.23 (0.293-4),NA
ENSG00000050030,KIAA2022,KIAA2022,0,5,0,0,0,0,0.855,NA,0.855,NA,NA,NA,NA,0.855,1,0 (0-4.38),0 (0-4.38),NA
ENSG00000180376,CCDC66,Coiled-coil domain containing 66,30,129,0,0,0,0,0.855,NA,0.855,NA,NA,NA,NA,0.855,1,0.933 (0.605-1.4),0.933 (0.605-1.4),NA
ENSG00000172554,SNTG2,"Syntrophin, gamma 2",8,30,0,0,0,0,0.856,NA,0.856,NA,NA,NA,NA,0.856,1,1.07 (0.424-2.39),1.07 (0.424-2.39),NA
ENSG00000146477,SLC22A3,"Solute carrier family 22 (organic cation transporter), member 3",7,27,0,0,0,0,0.856,NA,0.856,NA,NA,NA,NA,0.856,1,1.04 (0.383-2.45),1.04 (0.383-2.45),NA
ENSG00000171790,SLFNL1,Schlafen-like 1,7,35,0,0,0,0,0.856,NA,0.856,NA,NA,NA,NA,0.856,1,0.803 (0.301-1.83),0.803 (0.301-1.83),NA
ENSG00000143149,ALDH9A1,"Aldehyde dehydrogenase 9 family, member A1",6,30,0,0,0,0,0.856,NA,0.856,NA,NA,NA,NA,0.856,1,0.803 (0.273-1.96),0.803 (0.273-1.96),NA
ENSG00000196588,MKL1,Megakaryoblastic leukemia (translocation) 1,0,3,0,0,5,11,1,0.457,0.856,NA,NA,NA,NA,0.856,1,0 (0-9.71),0 (0-9.71),1.82 (0.497-5.7)
ENSG00000213462,ERV3-1,"Endogenous retrovirus group 3, member 1",9,32,0,0,0,0,0.856,NA,0.856,NA,NA,NA,NA,0.856,1,1.13 (0.474-2.42),1.13 (0.474-2.42),NA
ENSG00000135540,NHSL1,NHS-like 1,1,3,0,0,0,0,0.856,NA,0.856,NA,NA,NA,NA,0.856,1,1.34 (0.0255-16.7),1.34 (0.0255-16.7),NA
ENSG00000187021,PNLIPRP1,Pancreatic lipase-related protein 1,10,41,0,0,0,0,0.856,NA,0.856,NA,NA,NA,NA,0.856,1,0.979 (0.437-1.99),0.979 (0.437-1.99),NA
ENSG00000110274,CEP164,Centrosomal protein 164kDa,18,72,0,0,0,0,0.856,NA,0.856,NA,NA,NA,NA,0.856,1,1 (0.563-1.7),1 (0.563-1.7),NA
ENSG00000246922,UBAP1L,Ubiquitin associated protein 1-like,1,3,0,0,0,0,0.856,NA,0.856,NA,NA,NA,NA,0.856,1,1.34 (0.0255-16.7),1.34 (0.0255-16.7),NA
ENSG00000100280,AP1B1,"Adaptor-related protein complex 1, beta 1 subunit",3,10,0,6,5,10,0.856,0.287,0.856,NA,NA,NA,NA,0.856,1,1.2 (0.213-4.68),0.753 (0.141-2.63),2.01 (0.538-6.45)
ENSG00000112559,MDFI,MyoD family inhibitor,2,5,0,0,0,0,0.856,NA,0.856,NA,NA,NA,NA,0.856,1,1.61 (0.153-9.81),1.61 (0.153-9.81),NA
ENSG00000072401,UBE2D1,Ubiquitin-conjugating enzyme E2D 1,0,3,0,0,1,12,1,0.459,0.857,NA,NA,NA,NA,0.857,1,0 (0-9.71),0 (0-9.71),0.334 (0.00783-2.26)
ENSG00000095739,BAMBI,BMP and activin membrane-bound inhibitor,6,23,0,0,0,0,0.857,NA,0.857,NA,NA,NA,NA,0.857,1,1.05 (0.349-2.65),1.05 (0.349-2.65),NA
ENSG00000123444,KBTBD4,Kelch repeat and BTB (POZ) domain containing 4,8,31,0,0,0,0,0.857,NA,0.857,NA,NA,NA,NA,0.857,1,1.04 (0.411-2.3),1.04 (0.411-2.3),NA
ENSG00000144366,GULP1,"GULP, engulfment adaptor PTB domain containing 1",3,10,0,0,0,0,0.857,NA,0.857,NA,NA,NA,NA,0.857,1,1.2 (0.213-4.68),1.2 (0.213-4.68),NA
